combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_made_flag;shot_type
Jump Shot;-127;216;0;2;0;2010-11;55;0;3PT Field Goal
Jump Shot;102;110;8;1;0;2001-02;16;0;2PT Field Goal
Jump Shot;1;263;10;1;0;2010-11;16;0;3PT Field Goal
Jump Shot;-119;186;3;2;0;2001-02;45;1;2PT Field Goal
Jump Shot;102;154;11;3;0;2014-15;44;1;2PT Field Goal
Layup;-33;8;8;2;0;2004-05;22;0;2PT Field Goal
Jump Shot;89;247;3;1;0;2012-13;44;1;3PT Field Goal
Layup;0;0;5;2;0;2005-06;33;1;2PT Field Goal
Jump Shot;-123;14;1;1;0;2012-13;23;1;2PT Field Goal
Jump Shot;-77;255;0;4;0;1996-97;50;0;3PT Field Goal
Dunk;0;0;5;1;0;2002-03;15;1;2PT Field Goal
Jump Shot;112;54;2;3;0;2005-06;13;0;2PT Field Goal
Jump Shot;-3;40;7;4;1;2007-08;26;0;2PT Field Goal
Jump Shot;88;203;7;1;1;2008-09;54;0;2PT Field Goal
Layup;18;4;3;1;0;2001-02;42;1;2PT Field Goal
Jump Shot;32;39;3;1;0;2012-13;27;0;2PT Field Goal
Layup;0;0;4;3;0;2000-01;3;1;2PT Field Goal
Layup;15;17;9;4;0;2006-07;58;0;2PT Field Goal
Jump Shot;13;170;9;3;1;2008-09;1;1;2PT Field Goal
Jump Shot;46;245;1;4;0;2005-06;15;0;3PT Field Goal
Jump Shot;-77;127;7;1;0;2000-01;8;1;2PT Field Goal
Jump Shot;110;155;4;3;0;2006-07;46;1;2PT Field Goal
Jump Shot;107;138;3;4;0;2007-08;43;0;2PT Field Goal
Jump Shot;100;86;9;3;1;2007-08;1;1;2PT Field Goal
Jump Shot;88;-12;4;4;0;1996-97;53;0;2PT Field Goal
Jump Shot;122;224;2;4;0;2008-09;19;0;3PT Field Goal
Layup;0;0;4;4;0;2007-08;3;1;2PT Field Goal
Jump Shot;-186;64;4;1;1;2003-04;28;1;2PT Field Goal
Layup;0;0;7;4;1;2003-04;27;1;2PT Field Goal
Jump Shot;110;22;10;3;0;2005-06;36;0;2PT Field Goal
Layup;0;0;4;3;0;2008-09;2;1;2PT Field Goal
Layup;0;0;9;1;0;2009-10;15;0;2PT Field Goal
Jump Shot;94;158;3;5;0;2006-07;46;1;2PT Field Goal
Jump Shot;-164;139;10;4;0;1997-98;18;0;2PT Field Goal
Jump Shot;31;166;11;2;0;2006-07;27;1;2PT Field Goal
Jump Shot;-42;72;0;3;0;1999-00;3;0;2PT Field Goal
Jump Shot;53;119;1;2;0;2009-10;58;1;2PT Field Goal
Layup;0;0;5;3;0;2000-01;20;1;2PT Field Goal
Jump Shot;141;224;3;4;0;1997-98;2;0;3PT Field Goal
Layup;0;0;5;3;1;2001-02;37;1;2PT Field Goal
Jump Shot;179;-8;2;1;0;2005-06;27;1;2PT Field Goal
Jump Shot;2;55;6;4;0;2009-10;36;1;2PT Field Goal
Layup;-21;17;3;3;0;2012-13;58;0;2PT Field Goal
Jump Shot;-105;167;2;2;0;2010-11;33;0;2PT Field Goal
Layup;0;63;9;1;0;2003-04;1;1;2PT Field Goal
Jump Shot;-93;198;0;1;0;2011-12;28;1;2PT Field Goal
Jump Shot;203;173;0;2;0;2014-15;19;0;3PT Field Goal
Jump Shot;-158;143;9;1;1;2007-08;10;1;2PT Field Goal
Jump Shot;3;198;11;1;0;2001-02;26;0;2PT Field Goal
Jump Shot;-158;77;4;3;1;2009-10;52;1;2PT Field Goal
Jump Shot;-84;118;10;1;0;2001-02;41;0;2PT Field Goal
Jump Shot;171;181;8;1;0;2006-07;25;0;3PT Field Goal
Jump Shot;-85;127;1;1;0;2004-05;13;1;2PT Field Goal
Jump Shot;-153;10;0;2;1;2006-07;51;0;2PT Field Goal
Jump Shot;189;134;1;4;1;2008-09;40;0;2PT Field Goal
Jump Shot;-163;26;0;4;0;2002-03;9;1;2PT Field Goal
Jump Shot;146;41;8;4;0;2004-05;53;0;2PT Field Goal
Layup;0;0;7;4;1;2003-04;50;1;2PT Field Goal
Layup;0;0;1;4;0;2007-08;24;1;2PT Field Goal
Layup;0;0;5;2;0;2008-09;13;0;2PT Field Goal
Jump Shot;174;217;3;1;0;2011-12;3;1;3PT Field Goal
Layup;-3;3;8;1;0;2005-06;37;1;2PT Field Goal
Layup;0;0;3;2;0;2008-09;15;1;2PT Field Goal
Jump Shot;-240;-5;9;3;0;2011-12;55;1;3PT Field Goal
Jump Shot;236;23;2;2;0;2015-16;7;0;3PT Field Goal
Jump Shot;-117;240;1;1;0;2007-08;22;0;3PT Field Goal
Jump Shot;-56;181;7;2;0;2012-13;16;0;2PT Field Goal
Jump Shot;163;114;7;3;0;2001-02;8;1;2PT Field Goal
Jump Shot;-26;170;2;3;0;2008-09;56;0;2PT Field Goal
Jump Shot;133;158;11;4;0;2002-03;45;1;2PT Field Goal
Dunk;0;0;9;4;0;2003-04;45;1;2PT Field Goal
Jump Shot;-171;192;11;4;0;2009-10;46;0;3PT Field Goal
Jump Shot;195;20;7;1;1;2011-12;50;1;2PT Field Goal
Layup;0;0;7;3;0;2005-06;50;0;2PT Field Goal
Jump Shot;-46;15;7;4;0;2008-09;41;0;2PT Field Goal
Jump Shot;196;156;3;1;0;2009-10;31;1;3PT Field Goal
Jump Shot;108;-23;8;1;1;1998-99;46;0;2PT Field Goal
Jump Shot;94;110;5;4;0;2007-08;48;0;2PT Field Goal
Jump Shot;-119;16;4;1;0;1998-99;29;0;2PT Field Goal
Jump Shot;44;56;5;2;0;2007-08;4;1;2PT Field Goal
Jump Shot;3;204;2;1;0;2002-03;46;0;2PT Field Goal
Jump Shot;94;7;2;4;0;2009-10;38;1;2PT Field Goal
Dunk;0;0;10;2;0;2000-01;17;1;2PT Field Goal
Jump Shot;-133;215;7;4;0;2002-03;16;1;3PT Field Goal
Jump Shot;-133;36;9;4;1;2008-09;6;0;2PT Field Goal
Jump Shot;168;197;1;2;0;2010-11;0;1;3PT Field Goal
Jump Shot;70;78;6;1;0;2009-10;38;0;2PT Field Goal
Jump Shot;29;99;3;1;1;2008-09;52;0;2PT Field Goal
Layup;0;0;2;4;0;1998-99;4;1;2PT Field Goal
Layup;31;-1;10;4;1;1999-00;47;1;2PT Field Goal
Jump Shot;-48;43;0;2;0;2002-03;17;0;2PT Field Goal
Jump Shot;-113;169;0;1;0;2001-02;37;1;2PT Field Goal
Jump Shot;148;115;3;1;0;2003-04;34;0;2PT Field Goal
Jump Shot;-3;257;8;2;0;1997-98;16;1;3PT Field Goal
Jump Shot;-150;219;11;1;0;2010-11;40;0;3PT Field Goal
Jump Shot;-67;48;4;2;1;2009-10;9;0;2PT Field Goal
Jump Shot;-133;17;3;1;0;2011-12;4;0;2PT Field Goal
Jump Shot;200;-5;11;1;0;2005-06;10;0;2PT Field Goal
Jump Shot;70;173;2;1;0;2014-15;50;1;2PT Field Goal
Jump Shot;-65;105;1;2;0;2015-16;17;1;2PT Field Goal
Jump Shot;-78;44;3;2;0;2008-09;31;0;2PT Field Goal
Jump Shot;168;197;5;4;1;2009-10;29;0;3PT Field Goal
Jump Shot;-146;219;8;3;0;2009-10;36;0;3PT Field Goal
Jump Shot;-105;72;1;4;1;2001-02;2;0;2PT Field Goal
Jump Shot;-163;108;6;2;0;2008-09;4;1;2PT Field Goal
Jump Shot;-128;239;3;4;0;2011-12;41;0;3PT Field Goal
Layup;0;0;5;1;0;2003-04;56;0;2PT Field Goal
Jump Shot;8;248;2;3;0;2005-06;54;0;3PT Field Goal
Dunk;0;0;11;2;0;2000-01;15;1;2PT Field Goal
Dunk;0;0;11;2;0;1997-98;36;1;2PT Field Goal
Jump Shot;77;158;0;1;0;2001-02;31;0;2PT Field Goal
Jump Shot;17;105;0;1;0;2011-12;58;1;2PT Field Goal
Jump Shot;11;56;6;4;0;2002-03;44;0;2PT Field Goal
Jump Shot;-225;107;5;4;1;2007-08;42;0;3PT Field Goal
Jump Shot;-87;250;0;4;0;2004-05;25;0;3PT Field Goal
Jump Shot;-25;273;5;4;0;2004-05;38;0;3PT Field Goal
Jump Shot;3;150;10;4;0;2007-08;55;0;2PT Field Goal
Jump Shot;15;46;7;3;0;2004-05;50;1;2PT Field Goal
Jump Shot;194;28;1;4;0;2005-06;33;1;2PT Field Goal
Jump Shot;151;105;10;3;0;2006-07;13;1;2PT Field Goal
Jump Shot;-23;146;2;5;0;2011-12;39;0;2PT Field Goal
Jump Shot;59;117;10;2;0;1997-98;49;1;2PT Field Goal
Jump Shot;177;181;6;4;0;2005-06;33;0;3PT Field Goal
Dunk;0;0;0;2;0;2001-02;37;1;2PT Field Goal
Jump Shot;54;56;4;3;0;2002-03;14;0;2PT Field Goal
Jump Shot;102;5;9;3;0;1998-99;7;0;2PT Field Goal
Jump Shot;-25;63;11;1;0;2003-04;5;0;2PT Field Goal
Jump Shot;121;214;3;1;0;2007-08;11;1;3PT Field Goal
Jump Shot;-177;187;3;3;1;2008-09;2;1;3PT Field Goal
Dunk;0;0;1;3;0;2008-09;8;1;2PT Field Goal
Layup;0;0;11;4;0;1999-00;41;0;2PT Field Goal
Jump Shot;23;26;8;3;0;2010-11;34;0;2PT Field Goal
Jump Shot;0;125;6;1;0;2004-05;42;1;2PT Field Goal
Layup;15;3;7;3;0;2011-12;36;0;2PT Field Goal
Jump Shot;-61;148;1;1;0;2006-07;27;1;2PT Field Goal
Jump Shot;-158;205;1;1;0;2009-10;45;0;3PT Field Goal
Jump Shot;209;93;7;2;0;1996-97;13;0;3PT Field Goal
Jump Shot;97;162;6;1;0;2009-10;49;0;2PT Field Goal
Jump Shot;97;122;0;3;1;2007-08;34;0;2PT Field Goal
Layup;0;0;8;4;0;2002-03;25;0;2PT Field Goal
Jump Shot;-62;58;4;3;0;2011-12;30;0;2PT Field Goal
Layup;0;0;1;3;0;2004-05;33;1;2PT Field Goal
Layup;0;0;0;1;0;1997-98;7;0;2PT Field Goal
Jump Shot;205;-9;11;2;0;2003-04;4;1;2PT Field Goal
Jump Shot;-112;138;7;1;0;2007-08;24;1;2PT Field Goal
Layup;25;-1;9;2;1;1999-00;0;1;2PT Field Goal
Jump Shot;118;173;8;1;1;2009-10;57;1;2PT Field Goal
Layup;0;0;1;3;0;2000-01;53;0;2PT Field Goal
Jump Shot;-153;219;9;1;0;2006-07;24;0;3PT Field Goal
Jump Shot;190;89;2;4;1;2003-04;13;0;2PT Field Goal
Layup;0;0;2;3;0;2000-01;43;1;2PT Field Goal
Jump Shot;-63;125;1;1;0;2000-01;43;0;2PT Field Goal
Jump Shot;-8;66;3;1;0;2003-04;14;1;2PT Field Goal
Jump Shot;121;-8;5;1;0;2011-12;32;1;2PT Field Goal
Jump Shot;-156;214;4;3;0;2005-06;24;0;3PT Field Goal
Jump Shot;140;97;3;1;0;2011-12;6;0;2PT Field Goal
Jump Shot;-130;154;10;3;0;2011-12;38;0;2PT Field Goal
Jump Shot;-82;4;9;3;0;2012-13;58;0;2PT Field Goal
Jump Shot;-105;45;2;4;0;2008-09;11;0;2PT Field Goal
Jump Shot;127;125;6;3;0;2000-01;18;1;2PT Field Goal
Jump Shot;-166;77;3;2;0;2002-03;57;0;2PT Field Goal
Jump Shot;-65;64;1;2;0;2009-10;17;0;2PT Field Goal
Jump Shot;43;58;9;2;0;2004-05;27;1;2PT Field Goal
Jump Shot;98;57;9;4;0;1998-99;39;1;2PT Field Goal
Jump Shot;-124;135;2;3;0;2000-01;19;1;2PT Field Goal
Jump Shot;9;276;7;3;0;2008-09;11;0;3PT Field Goal
Jump Shot;134;129;0;3;1;2001-02;20;0;2PT Field Goal
Jump Shot;-44;13;5;2;0;2000-01;38;1;2PT Field Goal
Jump Shot;-103;124;1;4;1;2009-10;32;1;2PT Field Goal
Jump Shot;-27;34;6;2;1;2010-11;31;1;2PT Field Goal
Jump Shot;154;140;3;4;0;2006-07;16;0;2PT Field Goal
Jump Shot;198;151;6;1;0;2010-11;8;0;3PT Field Goal
Jump Shot;-209;75;3;3;0;2012-13;7;0;2PT Field Goal
Jump Shot;216;136;6;4;0;1997-98;51;0;3PT Field Goal
Jump Shot;-56;0;5;1;0;2000-01;51;1;2PT Field Goal
Jump Shot;-120;219;6;1;0;2008-09;21;1;3PT Field Goal
Jump Shot;-112;108;5;4;0;2009-10;22;1;2PT Field Goal
Jump Shot;-13;246;11;1;0;2014-15;3;0;3PT Field Goal
Jump Shot;6;195;7;2;0;2015-16;18;1;2PT Field Goal
Jump Shot;-160;213;6;3;0;2015-16;15;0;3PT Field Goal
Layup;-1;12;10;1;0;1999-00;30;1;2PT Field Goal
Jump Shot;-117;233;4;2;0;2005-06;55;0;3PT Field Goal
Jump Shot;28;53;1;1;0;2011-12;38;0;2PT Field Goal
Jump Shot;117;160;10;4;0;2000-01;41;1;2PT Field Goal
Jump Shot;72;36;7;4;0;2011-12;32;1;2PT Field Goal
Jump Shot;-135;71;9;4;1;2002-03;19;1;2PT Field Goal
Jump Shot;-146;197;11;4;0;1996-97;29;1;3PT Field Goal
Layup;-8;-10;5;4;1;1998-99;59;1;2PT Field Goal
Jump Shot;-117;184;11;1;0;2000-01;7;0;2PT Field Goal
Jump Shot;-54;109;4;2;0;2005-06;44;0;2PT Field Goal
Jump Shot;121;-6;7;1;0;2001-02;22;1;2PT Field Goal
Jump Shot;-134;26;5;1;0;2001-02;50;0;2PT Field Goal
Layup;0;0;3;5;0;2002-03;26;1;2PT Field Goal
Jump Shot;-74;151;7;1;0;2007-08;21;0;2PT Field Goal
Jump Shot;146;-1;9;1;0;2015-16;25;0;2PT Field Goal
Jump Shot;147;14;3;4;0;2008-09;1;0;2PT Field Goal
Layup;0;0;9;3;1;2008-09;39;0;2PT Field Goal
Jump Shot;141;145;7;3;0;2012-13;23;0;2PT Field Goal
Dunk;0;0;4;1;0;2000-01;4;1;2PT Field Goal
Layup;0;0;3;3;1;2007-08;20;1;2PT Field Goal
Jump Shot;136;115;11;3;0;2004-05;2;0;2PT Field Goal
Jump Shot;1;184;9;1;0;2007-08;14;0;2PT Field Goal
Jump Shot;-86;239;0;4;0;2009-10;52;0;3PT Field Goal
Jump Shot;102;97;2;4;0;2010-11;48;0;2PT Field Goal
Jump Shot;-125;219;9;1;0;2012-13;39;0;3PT Field Goal
Jump Shot;-18;93;6;2;0;1999-00;26;1;2PT Field Goal
Jump Shot;66;233;10;3;0;2005-06;8;0;3PT Field Goal
Jump Shot;-28;74;4;2;0;2007-08;15;0;2PT Field Goal
Jump Shot;-10;88;7;3;0;2011-12;5;0;2PT Field Goal
Jump Shot;-169;77;3;2;0;2002-03;17;1;2PT Field Goal
Layup;-16;1;5;2;0;2012-13;50;0;2PT Field Goal
Jump Shot;115;161;4;1;1;2007-08;28;1;2PT Field Goal
Jump Shot;-8;197;5;2;0;2008-09;0;0;2PT Field Goal
Jump Shot;-177;96;10;1;0;2014-15;38;0;2PT Field Goal
Jump Shot;148;210;7;3;1;2005-06;46;0;3PT Field Goal
Layup;0;0;1;4;0;2006-07;19;0;2PT Field Goal
Jump Shot;26;165;8;1;0;2009-10;55;1;2PT Field Goal
Jump Shot;20;252;2;1;0;2015-16;37;0;3PT Field Goal
Jump Shot;-111;55;10;3;0;2010-11;12;1;2PT Field Goal
Jump Shot;-84;253;8;2;1;2001-02;59;0;3PT Field Goal
Layup;0;0;2;4;0;2005-06;48;1;2PT Field Goal
Layup;-14;84;9;1;0;2002-03;24;0;2PT Field Goal
Jump Shot;192;157;6;2;0;2012-13;2;0;3PT Field Goal
Jump Shot;57;114;4;4;0;2005-06;58;1;2PT Field Goal
Layup;-15;7;9;3;0;2011-12;59;1;2PT Field Goal
Layup;-4;11;4;1;0;2012-13;4;1;2PT Field Goal
Jump Shot;-171;11;9;4;0;2012-13;20;0;2PT Field Goal
Layup;0;0;2;2;0;2007-08;58;0;2PT Field Goal
Layup;0;0;9;2;0;2003-04;34;1;2PT Field Goal
Jump Shot;154;217;7;3;0;2004-05;48;0;3PT Field Goal
Dunk;0;0;4;3;0;1999-00;43;1;2PT Field Goal
Jump Shot;-41;258;2;4;0;2007-08;45;1;3PT Field Goal
Jump Shot;64;47;8;3;0;2001-02;23;0;2PT Field Goal
Jump Shot;-131;220;3;4;0;2005-06;18;1;3PT Field Goal
Jump Shot;29;23;10;1;0;2005-06;0;0;2PT Field Goal
Layup;0;0;2;2;0;2003-04;13;1;2PT Field Goal
Jump Shot;5;196;11;3;0;1999-00;20;1;2PT Field Goal
Jump Shot;138;82;7;3;0;2000-01;9;0;2PT Field Goal
Dunk;0;0;4;1;0;2008-09;12;1;2PT Field Goal
Dunk;0;0;5;2;1;2007-08;50;1;2PT Field Goal
Jump Shot;105;119;11;3;1;2011-12;36;1;2PT Field Goal
Jump Shot;-86;61;8;4;1;2008-09;53;0;2PT Field Goal
Jump Shot;30;200;8;4;0;2015-16;55;1;2PT Field Goal
Layup;0;0;1;2;0;2001-02;49;1;2PT Field Goal
Layup;-26;14;0;2;0;2012-13;17;0;2PT Field Goal
Jump Shot;165;197;4;3;0;2008-09;57;0;3PT Field Goal
Jump Shot;43;237;8;4;0;2015-16;58;1;3PT Field Goal
Jump Shot;108;222;8;4;0;1998-99;58;1;3PT Field Goal
Jump Shot;-12;96;3;3;1;1999-00;14;1;2PT Field Goal
Jump Shot;50;41;7;1;0;2008-09;27;0;2PT Field Goal
Jump Shot;-79;100;7;1;1;2007-08;42;1;2PT Field Goal
Jump Shot;94;72;3;2;1;2010-11;55;1;2PT Field Goal
Layup;0;0;9;1;0;2005-06;49;1;2PT Field Goal
Jump Shot;-102;21;7;1;0;2015-16;4;0;2PT Field Goal
Jump Shot;-138;80;0;2;0;2009-10;25;1;2PT Field Goal
Jump Shot;18;128;2;2;0;1998-99;10;0;2PT Field Goal
Layup;0;0;5;1;1;2007-08;35;1;2PT Field Goal
Jump Shot;-159;217;1;3;0;2006-07;32;0;3PT Field Goal
Layup;0;13;1;3;0;2004-05;26;0;2PT Field Goal
Jump Shot;190;164;2;1;0;2014-15;26;1;3PT Field Goal
Jump Shot;-56;110;6;2;1;2002-03;20;1;2PT Field Goal
Jump Shot;167;122;10;1;0;2005-06;11;0;2PT Field Goal
Layup;0;0;0;2;0;2006-07;3;1;2PT Field Goal
Layup;0;0;5;4;1;2000-01;31;1;2PT Field Goal
Layup;0;0;4;2;0;2007-08;30;1;2PT Field Goal
Layup;18;17;2;3;0;2009-10;25;1;2PT Field Goal
Jump Shot;73;47;0;4;0;2010-11;53;1;2PT Field Goal
Jump Shot;18;70;6;4;1;2000-01;40;0;2PT Field Goal
Jump Shot;-166;203;4;4;1;2008-09;54;0;3PT Field Goal
Jump Shot;138;210;11;3;0;2007-08;8;1;3PT Field Goal
Jump Shot;-68;110;11;1;0;2010-11;2;1;2PT Field Goal
Jump Shot;69;176;3;3;0;2005-06;49;1;2PT Field Goal
Layup;-19;1;10;3;0;2008-09;16;0;2PT Field Goal
Jump Shot;119;63;10;2;0;2009-10;19;0;2PT Field Goal
Jump Shot;218;120;1;4;0;2015-16;53;0;3PT Field Goal
Jump Shot;-23;268;11;2;0;2001-02;16;0;3PT Field Goal
Jump Shot;-195;189;10;4;0;2002-03;13;0;3PT Field Goal
Jump Shot;156;31;3;1;0;2005-06;10;1;2PT Field Goal
Jump Shot;164;-26;6;3;0;2005-06;8;0;2PT Field Goal
Jump Shot;88;97;9;3;1;2011-12;21;1;2PT Field Goal
Dunk;11;-6;4;1;0;2000-01;7;1;2PT Field Goal
Jump Shot;144;15;9;4;0;2001-02;11;1;2PT Field Goal
Jump Shot;-108;225;4;2;0;2004-05;30;1;3PT Field Goal
Jump Shot;-232;5;0;4;0;2005-06;40;1;3PT Field Goal
Jump Shot;97;77;10;3;0;2002-03;57;0;2PT Field Goal
Jump Shot;24;88;3;4;0;2009-10;53;0;2PT Field Goal
Jump Shot;-176;-2;8;2;1;2000-01;54;0;2PT Field Goal
Jump Shot;223;112;0;3;0;2010-11;20;1;3PT Field Goal
Jump Shot;-184;89;10;1;1;1999-00;41;1;2PT Field Goal
Jump Shot;-171;8;8;4;0;2006-07;58;0;2PT Field Goal
Jump Shot;49;135;10;3;0;2001-02;42;0;2PT Field Goal
Jump Shot;-233;61;8;3;0;2015-16;25;1;3PT Field Goal
Jump Shot;56;133;7;2;0;2001-02;5;0;2PT Field Goal
Jump Shot;-126;128;5;4;0;2006-07;37;1;2PT Field Goal
Jump Shot;-155;195;0;4;1;2008-09;14;0;3PT Field Goal
Layup;0;0;3;3;0;2002-03;46;1;2PT Field Goal
Jump Shot;-31;16;2;1;0;1997-98;23;1;2PT Field Goal
Jump Shot;-171;94;5;4;0;2007-08;50;1;2PT Field Goal
Jump Shot;35;61;8;1;0;2015-16;33;0;2PT Field Goal
Jump Shot;97;6;9;1;0;2008-09;21;1;2PT Field Goal
Jump Shot;171;-24;2;2;1;2010-11;6;0;2PT Field Goal
Jump Shot;-157;230;3;1;0;2011-12;36;0;3PT Field Goal
Layup;21;0;4;2;0;2010-11;54;1;2PT Field Goal
Jump Shot;-151;193;1;2;0;2015-16;57;1;3PT Field Goal
Jump Shot;1;634;0;3;1;2008-09;1;0;3PT Field Goal
Jump Shot;233;37;2;2;0;2010-11;57;0;3PT Field Goal
Layup;0;0;10;2;0;1999-00;20;0;2PT Field Goal
Jump Shot;198;-14;1;4;0;2012-13;46;0;2PT Field Goal
Jump Shot;174;197;4;2;0;2003-04;38;1;3PT Field Goal
Jump Shot;168;63;2;3;0;2009-10;5;1;2PT Field Goal
Jump Shot;110;64;10;1;0;2008-09;35;0;2PT Field Goal
Layup;0;0;8;1;0;2000-01;14;1;2PT Field Goal
Jump Shot;155;46;5;1;0;2015-16;2;0;2PT Field Goal
Jump Shot;-60;183;1;3;0;2011-12;41;0;2PT Field Goal
Layup;0;0;7;1;0;2000-01;43;0;2PT Field Goal
Jump Shot;-100;164;7;4;0;2010-11;6;1;2PT Field Goal
Jump Shot;77;158;3;2;1;2001-02;32;0;2PT Field Goal
Layup;0;0;5;3;0;2003-04;46;1;2PT Field Goal
Jump Shot;156;104;6;3;0;2006-07;45;1;2PT Field Goal
Jump Shot;11;42;1;1;0;2001-02;18;0;2PT Field Goal
Jump Shot;-24;31;1;4;0;2009-10;29;1;2PT Field Goal
Jump Shot;-73;246;0;2;0;2012-13;3;0;3PT Field Goal
Jump Shot;0;265;6;1;0;2002-03;52;1;3PT Field Goal
Jump Shot;-38;184;11;3;0;2014-15;10;1;2PT Field Goal
Jump Shot;77;148;2;2;0;2007-08;38;0;2PT Field Goal
Jump Shot;110;207;6;4;0;1996-97;7;1;3PT Field Goal
Jump Shot;10;151;4;2;1;2011-12;56;1;2PT Field Goal
Jump Shot;151;-11;3;1;0;2003-04;56;0;2PT Field Goal
Layup;0;0;0;4;0;2006-07;40;1;2PT Field Goal
Jump Shot;190;138;3;2;0;2012-13;16;1;2PT Field Goal
Jump Shot;190;164;5;1;0;2004-05;46;1;3PT Field Goal
Jump Shot;56;92;11;1;0;2007-08;42;1;2PT Field Goal
Layup;0;0;0;3;0;1996-97;53;0;2PT Field Goal
Jump Shot;-182;133;4;1;0;2004-05;11;0;2PT Field Goal
Jump Shot;107;217;3;4;0;2005-06;33;0;3PT Field Goal
Jump Shot;98;156;10;3;0;2001-02;16;0;2PT Field Goal
Jump Shot;-120;114;1;2;0;2006-07;28;1;2PT Field Goal
Dunk;0;0;0;2;0;2004-05;17;1;2PT Field Goal
Jump Shot;-149;209;6;2;0;2006-07;58;0;3PT Field Goal
Jump Shot;164;2;7;2;0;2006-07;55;1;2PT Field Goal
Layup;0;0;1;4;0;2008-09;42;1;2PT Field Goal
Jump Shot;-76;8;8;3;1;1998-99;38;0;2PT Field Goal
Layup;0;0;2;4;0;2007-08;57;1;2PT Field Goal
Jump Shot;-44;31;9;4;0;1997-98;59;0;2PT Field Goal
Layup;11;4;10;2;0;2001-02;4;1;2PT Field Goal
Jump Shot;80;69;1;3;0;2012-13;57;0;2PT Field Goal
Jump Shot;90;243;5;3;0;2002-03;17;0;3PT Field Goal
Jump Shot;199;13;2;3;0;2000-01;55;0;2PT Field Goal
Jump Shot;-182;82;5;1;0;2006-07;52;1;2PT Field Goal
Layup;0;0;10;3;0;2002-03;15;1;2PT Field Goal
Jump Shot;-56;209;7;3;0;2012-13;24;0;2PT Field Goal
Jump Shot;-53;63;3;3;0;1999-00;26;0;2PT Field Goal
Jump Shot;1;144;3;4;0;2000-01;54;1;2PT Field Goal
Layup;0;0;5;2;0;2008-09;14;1;2PT Field Goal
Layup;0;0;6;2;0;1999-00;36;1;2PT Field Goal
Jump Shot;42;85;5;1;0;2010-11;48;0;2PT Field Goal
Jump Shot;-235;58;3;3;1;2003-04;52;1;3PT Field Goal
Jump Shot;-171;194;1;1;1;1999-00;45;1;3PT Field Goal
Jump Shot;197;109;0;1;0;2005-06;44;1;2PT Field Goal
Layup;0;0;1;3;0;2005-06;40;1;2PT Field Goal
Jump Shot;-56;91;3;4;0;2005-06;13;0;2PT Field Goal
Jump Shot;92;160;4;1;0;2009-10;43;1;2PT Field Goal
Jump Shot;163;108;6;1;0;2000-01;32;1;2PT Field Goal
Jump Shot;151;210;6;1;0;2005-06;50;1;3PT Field Goal
Jump Shot;167;155;10;4;0;2005-06;1;0;2PT Field Goal
Layup;0;0;5;3;0;2001-02;51;1;2PT Field Goal
Jump Shot;46;148;5;4;0;2004-05;33;0;2PT Field Goal
Jump Shot;-196;145;2;4;0;2011-12;5;0;3PT Field Goal
Jump Shot;-69;184;10;1;1;2001-02;22;1;2PT Field Goal
Jump Shot;148;2;4;4;0;2002-03;41;0;2PT Field Goal
Jump Shot;159;109;1;1;0;2004-05;2;1;2PT Field Goal
Jump Shot;84;19;0;4;0;1996-97;33;0;2PT Field Goal
Jump Shot;130;-16;1;1;0;1999-00;33;0;2PT Field Goal
Jump Shot;120;229;0;3;0;2002-03;29;0;3PT Field Goal
Jump Shot;-194;-21;1;6;0;2011-12;19;0;2PT Field Goal
Layup;0;0;8;1;1;2002-03;31;0;2PT Field Goal
Jump Shot;140;137;0;2;0;2009-10;53;1;2PT Field Goal
Jump Shot;89;3;1;2;0;2005-06;22;0;2PT Field Goal
Jump Shot;-16;34;2;4;0;2012-13;37;1;2PT Field Goal
Jump Shot;-115;110;2;2;0;2001-02;9;0;2PT Field Goal
Jump Shot;-134;0;0;4;0;2014-15;2;0;2PT Field Goal
Jump Shot;121;10;1;1;0;1998-99;28;1;2PT Field Goal
Jump Shot;-168;181;0;3;1;2008-09;34;0;3PT Field Goal
Layup;0;0;0;2;0;2007-08;11;1;2PT Field Goal
Jump Shot;-61;-8;7;3;0;2007-08;31;0;2PT Field Goal
Jump Shot;67;178;0;4;0;2012-13;37;1;2PT Field Goal
Layup;6;22;4;6;0;2003-04;38;1;2PT Field Goal
Layup;0;0;0;1;0;1999-00;43;1;2PT Field Goal
Jump Shot;-133;176;3;1;0;2012-13;19;0;2PT Field Goal
Jump Shot;20;135;5;4;1;2003-04;8;0;2PT Field Goal
Jump Shot;-171;189;7;3;0;2002-03;59;0;3PT Field Goal
Jump Shot;176;191;4;4;1;2002-03;36;0;3PT Field Goal
Jump Shot;-42;124;10;1;0;1999-00;30;0;2PT Field Goal
Jump Shot;242;86;5;1;0;2014-15;5;1;3PT Field Goal
Dunk;0;0;11;1;0;2001-02;32;1;2PT Field Goal
Jump Shot;-3;151;4;1;0;2005-06;29;0;2PT Field Goal
Dunk;13;12;11;2;0;2003-04;47;1;2PT Field Goal
Jump Shot;210;8;1;1;0;2005-06;3;0;2PT Field Goal
Jump Shot;163;-13;2;3;0;2001-02;9;0;2PT Field Goal
Jump Shot;128;153;5;1;0;2007-08;41;1;2PT Field Goal
